list_time,area,area_name,price,price_string,rooms,property_legal_document,property_road_condition,property_back_condition,size,ward,ward_name,toilets,floors,house_type,furnishing_sell,longitude,latitude,street_id,width,projectid,price_m2
13 October 2021,81,Quận Long Biên,4690000000,"4,69 tỷ",8.0,1.0,0.0,1.0,67.0,99,Phường Ngọc Thụy,7.0,4.467237714043407,3.0,4.0,105.86634,21.05645,1282.0,4.0,0.0,70000000.0
19 November 2021,81,Quận Long Biên,2250000000,"2,25 tỷ",3.0,1.0,0.0,1.0,30.0,100,Phường Thạch Bàn,4.0,4.467237714043407,3.0,2.0,105.81381125871053,21.010090290259843,0.0,4.591384987893445,0.0,75000000.0
20 November 2021,75,Quận Đống Đa,5800000000,"5,8 tỷ",5.0,1.0,0.0,0.0,62.0,124,Phường Ô Chợ Dừa,3.0,3.161290322580645,3.0,2.0,105.82743,21.02546,363.0,3.0,0.0,93548387.09677419
05 November 2021,79,Quận Cầu Giấy,4300000000,"4,3 tỷ",3.0,1.0,1.0,0.0,62.0,145,Phường Nghĩa Đô,2.0,3.0,3.0,4.0,105.81031,21.06556,831.0,4.591384987893445,0.0,69354838.70967741
13 November 2021,86,Quận Hà Đông,1740000000,"1,74 tỷ",3.0,1.0,0.0,1.0,32.0,19,Phường Dương Nội,2.0,3.125,3.0,3.0,105.74743,20.97548,1937.0,4.0,0.0,54375000.0
22 November 2021,81,Quận Long Biên,2080000000,"2,08 tỷ",4.0,1.0,0.0,0.0,33.0,101,Phường Phúc Lợi,5.0,4.467237714043407,3.0,4.0,105.92365,21.04662,1415.0,4.591384987893445,0.0,63030303.03030303
22 November 2021,81,Quận Long Biên,2080000000,"2,08 tỷ",3.0,1.0,0.0,1.0,35.0,101,Phường Phúc Lợi,4.0,5.0,3.0,2.0,105.92365,21.04662,1415.0,4.0,0.0,59428571.428571425
24 September 2021,86,Quận Hà Đông,9300000000,"9,3 tỷ",5.0,1.0,0.0,0.0,114.0,19,Phường Dương Nội,4.0,4.0,4.0,3.0,105.74743,20.97548,1937.0,6.0,0.0,81578947.36842105
12 November 2021,86,Quận Hà Đông,2750000000,"2,75 tỷ",4.0,1.0,1.0,0.0,30.0,20,Phường La Khê,4.0,5.0,3.0,1.0,105.79621,20.98383,1824.0,5.0,0.0,91666666.66666667
14 November 2021,86,Quận Hà Đông,3289000000,"3,289 tỷ",4.0,1.0,1.0,1.0,38.0,21,Phường Vạn Phúc,3.0,4.0,3.0,2.0,105.85307,21.0159,0.0,7.0,0.0,86552631.57894737
23 October 2021,81,Quận Long Biên,2500000000,"2,5 tỷ",5.0,1.0,0.0,1.0,36.0,100,Phường Thạch Bàn,3.0,4.467237714043407,3.0,2.0,105.90725,21.02121,0.0,4.591384987893445,0.0,69444444.44444445
21 September 2021,86,Quận Hà Đông,1670000000,"1,67 tỷ",3.0,1.0,0.0,0.0,40.0,22,Phường Yên Nghĩa,3.0,3.0,3.0,1.0,105.73302,20.95438,0.0,4.0,0.0,41750000.0
21 November 2021,89,Huyện Hoài Đức,1550000000,"1,55 tỷ",3.0,1.0,1.0,1.0,42.0,1,Xã La Phù,1.0,2.0,3.0,3.0,105.81381125871053,21.010090290259843,0.0,8.0,0.0,36904761.9047619
19 October 2021,80,Quận Hoàng Mai,23000000000,23 tỷ,4.0,1.0,0.0,0.0,124.0,46,Phường Giáp Bát,3.0,4.467237714043407,1.0,4.0,105.84957,20.99316,1030.0,4.591384987893445,0.0,185483870.96774194
26 September 2021,76,Quận Hai Bà Trưng,2680000000,"2,68 tỷ",3.0,1.0,0.0,1.0,34.0,81,Phường Minh Khai,3.762751202943674,4.467237714043407,3.0,4.0,105.81381125871053,21.010090290259843,535.0,4.591384987893445,0.0,78823529.41176471
23 October 2021,79,Quận Cầu Giấy,5250000000,"5,25 tỷ",6.0,1.0,0.0,1.0,45.0,146,Phường Quan Hoa,5.0,5.0,3.0,1.0,105.81381125871053,21.010090290259843,849.0,4.591384987893445,0.0,116666666.66666667
10 September 2021,81,Quận Long Biên,2300000000,"2,3 tỷ",3.0,1.0,0.0,0.0,30.0,100,Phường Thạch Bàn,3.0,4.0,1.0,4.0,105.81381125871053,21.010090290259843,0.0,4.591384987893445,0.0,76666666.66666667
18 October 2021,86,Quận Hà Đông,3750000000,"3,75 tỷ",3.0,1.0,1.0,1.0,35.0,23,Phường Văn Quán,4.0,5.0,3.0,4.0,105.81381125871053,21.010090290259843,1836.0,4.591384987893445,0.0,107142857.14285715
22 November 2021,86,Quận Hà Đông,1430000000,"1,43 tỷ",3.0,1.0,0.0,0.0,30.0,24,Phường Phú Lãm,2.0,3.0,3.0,4.0,105.81381125871053,21.010090290259843,1799.0,4.5,0.0,47666666.666666664
12 November 2021,79,Quận Cầu Giấy,6000000000,6 tỷ,4.0,1.0,1.0,0.0,65.0,147,Phường Mai Dịch,4.0,4.467237714043407,3.0,3.0,105.81381125871053,21.010090290259843,821.0,4.4,0.0,92307692.3076923
28 September 2021,74,Quận Ba Đình,2600000000,"2,6 tỷ",2.0,1.0,0.0,0.0,30.0,113,Phường Liễu Giai,2.0,3.0,3.0,4.0,105.80056,21.02878,235.0,4.591384987893445,0.0,86666666.66666667
20 October 2021,74,Quận Ba Đình,4490000000,"4,49 tỷ",4.0,1.0,1.0,1.0,44.0,114,Phường Đội Cấn,3.0,4.0,3.0,1.0,105.84396,20.9411,36149.0,6.0,0.0,102045454.54545455
24 September 2021,80,Quận Hoàng Mai,2730000000,"2,73 tỷ",4.0,0.0,0.0,0.0,30.0,47,Phường Thịnh Liệt,3.762751202943674,4.467237714043407,3.0,4.0,105.81381125871053,21.010090290259843,967.0,4.591384987893445,0.0,91000000.0
02 October 2021,86,Quận Hà Đông,2690000000,"2,69 tỷ",4.0,1.0,0.0,0.0,35.0,25,Phường Hà Cầu,3.0,4.0,3.0,2.0,105.81381125871053,21.010090290259843,1778.0,3.5,0.0,76857142.85714285
26 September 2021,86,Quận Hà Đông,1580000000,"1,58 tỷ",4.0,1.0,0.0,0.0,35.0,22,Phường Yên Nghĩa,3.0,4.467237714043407,3.0,4.0,105.81381125871053,21.010090290259843,0.0,4.591384987893445,0.0,45142857.14285714
08 November 2021,86,Quận Hà Đông,2050000000,"2,05 tỷ",3.0,0.0,0.0,0.0,30.0,22,Phường Yên Nghĩa,3.0,4.467237714043407,3.0,4.0,105.81381125871053,21.010090290259843,0.0,4.591384987893445,0.0,68333333.33333333
03 November 2021,76,Quận Hai Bà Trưng,6300000000,"6,3 tỷ",4.0,1.0,0.0,1.0,52.0,82,Phường Vĩnh Tuy,3.0,4.467237714043407,1.0,4.0,105.81381125871053,21.010090290259843,535.0,4.591384987893445,0.0,121153846.15384616
12 October 2021,86,Quận Hà Đông,1330000000,"1,33 tỷ",2.0,1.0,0.0,0.0,34.0,26,Phường Biên Giang,2.0,4.467237714043407,3.0,3.0,105.81381125871053,21.010090290259843,1730.0,4.591384987893445,0.0,39117647.058823526
08 November 2021,86,Quận Hà Đông,2850000000,"2,85 tỷ",4.0,1.0,1.0,0.0,31.0,20,Phường La Khê,4.0,5.0,3.0,1.0,105.76627,20.97082,1824.0,4.591384987893445,0.0,91935483.87096775
13 November 2021,121,Quận Nam Từ Liêm,3780000000,"3,78 tỷ",4.0,0.0,0.0,0.0,35.0,60,Phường Mỹ Đình 2,3.0,4.0,3.0,4.0,105.77057,21.02975,0.0,3.0,0.0,108000000.0
12 November 2021,75,Quận Đống Đa,1985000000,"1,985 tỷ",3.0,1.0,0.0,0.0,20.0,125,Phường Khương Thượng,3.0,5.0,3.0,2.0,105.82412,21.00258,378.0,5.0,0.0,99250000.0
06 November 2021,86,Quận Hà Đông,6350000000,"6,35 tỷ",3.0,1.0,0.0,0.0,50.0,19,Phường Dương Nội,4.0,4.0,4.0,4.0,105.81381125871053,21.010090290259843,1797.0,4.0,0.0,127000000.0
20 September 2021,74,Quận Ba Đình,2150000000,"2,15 tỷ",3.0,1.0,0.0,1.0,22.0,115,Phường Thành Công,4.0,5.0,3.0,2.0,105.82265961057021,21.0906,311.0,3.0,0.0,97727272.72727273
20 October 2021,75,Quận Đống Đa,4300000000,"4,3 tỷ",3.0,1.0,1.0,1.0,45.0,126,Phường Ngã Tư Sở,4.0,4.467237714043407,3.0,2.0,105.83146,21.00016,463.0,4.591384987893445,0.0,95555555.55555555
06 November 2021,74,Quận Ba Đình,5500000000,"5,5 tỷ",4.0,1.0,0.0,1.0,48.0,116,Phường Cống Vị,3.0,4.467237714043407,3.0,4.0,105.81381125871053,21.010090290259843,235.0,4.591384987893445,0.0,114583333.33333333
13 November 2021,86,Quận Hà Đông,1530000000,"1,53 tỷ",3.0,1.0,0.0,0.0,31.0,27,Phường Đồng Mai,3.0,4.0,3.0,1.0,105.81381125871053,21.010090290259843,0.0,4.0,0.0,49354838.70967742
18 November 2021,81,Quận Long Biên,1850000000,"1,85 tỷ",4.0,1.0,1.0,0.0,31.0,102,Phường Cự Khối,4.0,4.467237714043407,4.0,4.0,105.81381125871053,21.010090290259843,1466.0,4.0,0.0,59677419.35483871
22 November 2021,81,Quận Long Biên,2750000000,"2,75 tỷ",3.0,1.0,0.0,1.0,36.0,100,Phường Thạch Bàn,4.0,5.0,3.0,3.0,105.90748,21.02477,1422.0,5.0,0.0,76388888.8888889
22 November 2021,86,Quận Hà Đông,2050000000,"2,05 tỷ",3.0,1.0,1.0,0.0,31.0,22,Phường Yên Nghĩa,3.0,4.0,3.0,2.0,105.81381125871053,21.010090290259843,1926.0,3.8,0.0,66129032.258064516
03 October 2021,129,Quận Bắc Từ Liêm,2690000000,"2,69 tỷ",3.0,1.0,0.0,1.0,30.0,36,Phường Phú Diễn,4.0,5.0,1.0,2.0,105.77916,20.97382,2602.0,3.0,0.0,89666666.66666667
03 October 2021,86,Quận Hà Đông,2400000000,"2,4 tỷ",3.0,1.0,0.0,0.0,32.0,19,Phường Dương Nội,3.0,4.0,3.0,4.0,105.81381125871053,21.010090290259843,0.0,4.591384987893445,0.0,75000000.0
25 October 2021,78,Quận Tây Hồ,5950000000,"5,95 tỷ",5.0,1.0,1.0,1.0,41.0,158,Phường Xuân La,5.0,4.467237714043407,3.0,4.0,105.81019,21.06527,728.0,4.0,0.0,145121951.2195122
24 September 2021,79,Quận Cầu Giấy,5750000000,"5,75 tỷ",4.0,1.0,0.0,0.0,41.0,146,Phường Quan Hoa,3.0,4.467237714043407,3.0,4.0,105.8209,21.04193,865.0,4.591384987893445,0.0,140243902.4390244
22 November 2021,81,Quận Long Biên,2350000000,"2,35 tỷ",3.0,1.0,1.0,0.0,31.0,100,Phường Thạch Bàn,4.0,4.354838709677419,3.0,4.0,105.8936,21.02796,1113.0,3.0,0.0,75806451.61290322
07 October 2021,79,Quận Cầu Giấy,14600000000,"14,6 tỷ",6.0,0.0,0.0,0.0,55.0,148,Phường Trung Hoà,3.0,4.467237714043407,4.0,4.0,105.80483,21.00523,823.0,4.591384987893445,3588.0,265454545.45454547
20 September 2021,74,Quận Ba Đình,4950000000,"4,95 tỷ",4.0,1.0,0.0,0.0,70.0,117,Phường Ngọc Khánh,4.0,4.467237714043407,3.0,4.0,105.81257,21.03015,276.0,5.0,0.0,70714285.71428572
22 November 2021,81,Quận Long Biên,2450000000,"2,45 tỷ",3.0,1.0,1.0,1.0,30.0,100,Phường Thạch Bàn,3.0,4.467237714043407,3.0,2.0,105.90725,21.02121,0.0,4.591384987893445,0.0,81666666.66666667
31 October 2021,86,Quận Hà Đông,5050000000,"5,05 tỷ",4.0,1.0,0.0,0.0,44.0,20,Phường La Khê,4.0,4.467237714043407,3.0,4.0,105.75517,20.95489,1869.0,4.0,0.0,114772727.27272727
14 November 2021,81,Quận Long Biên,3200000000,"3,2 tỷ",3.0,1.0,1.0,0.0,33.0,103,Phường Long Biên,4.0,5.0,1.0,2.0,105.82791,21.00449,1394.0,6.0,0.0,96969696.96969697
06 November 2021,86,Quận Hà Đông,2750000000,"2,75 tỷ",2.0,1.0,0.0,1.0,40.0,23,Phường Văn Quán,1.0,2.5,3.0,2.0,105.78927,20.97563,1715.0,4.0,0.0,68750000.0
12 November 2021,75,Quận Đống Đa,25000000000,25 tỷ,6.0,1.0,0.0,0.0,50.0,127,Phường Kim Liên,6.0,6.0,1.0,2.0,105.83541,21.01305,473.0,4.0,0.0,500000000.0
13 October 2021,81,Quận Long Biên,2180000000,"2,18 tỷ",4.0,1.0,1.0,0.0,32.0,102,Phường Cự Khối,4.0,4.0,3.0,2.0,105.89539,21.02169,1107.0,3.0,0.0,68125000.0
19 November 2021,84,Huyện Thanh Trì,2550000000,"2,55 tỷ",4.0,0.0,0.0,0.0,48.0,7,Xã Ngọc Hồi,3.0,4.467237714043407,3.0,4.0,105.83779,20.95394,0.0,4.591384987893445,0.0,53125000.0
25 September 2021,89,Huyện Hoài Đức,1570000000,"1,57 tỷ",4.0,1.0,1.0,1.0,35.0,2,Xã Đông La,2.0,3.0,3.0,3.0,105.85464,21.02888,0.0,10.0,0.0,44857142.85714286
19 November 2021,84,Huyện Thanh Trì,2600000000,"2,6 tỷ",3.0,1.0,0.0,0.0,54.0,8,Xã Tứ Hiệp,3.0,4.0,3.0,4.0,105.8597,20.94474,1695.0,4.591384987893445,0.0,48148148.14814815
11 November 2021,79,Quận Cầu Giấy,6200000000,"6,2 tỷ",8.0,1.0,1.0,0.0,34.0,146,Phường Quan Hoa,4.0,6.0,3.0,3.0,105.80392,21.04195,864.0,3.0,0.0,182352941.17647058
16 November 2021,129,Quận Bắc Từ Liêm,5280000000,"5,28 tỷ",4.0,1.0,0.0,0.0,50.0,37,Phường Đông Ngạc,3.0,4.0,1.0,4.0,105.78194,21.09239,2618.0,4.0,0.0,105600000.0
17 November 2021,84,Huyện Thanh Trì,2450000000,"2,45 tỷ",3.0,1.0,0.0,0.0,54.0,9,Xã Ngũ Hiệp,3.0,5.0,3.0,2.0,105.85061,20.94251,1644.0,3.0,0.0,45370370.37037037
13 November 2021,79,Quận Cầu Giấy,17000000000,17 tỷ,4.0,1.0,1.0,0.0,82.0,145,Phường Nghĩa Đô,4.0,4.0,4.0,1.0,105.78801,21.04608,826.0,5.0,0.0,207317073.1707317
24 October 2021,80,Quận Hoàng Mai,10500000000,"10,5 tỷ",4.0,1.0,1.0,0.0,50.0,48,Phường Mai Động,4.0,6.0,1.0,1.0,105.8659,20.98897,987.0,4.591384987893445,0.0,210000000.0
03 October 2021,75,Quận Đống Đa,6500000000,"6,5 tỷ",4.0,1.0,0.0,1.0,60.0,128,Phường Láng Hạ,3.0,4.0,3.0,1.0,105.80718,21.01367,357.0,4.591384987893445,0.0,108333333.33333333
26 September 2021,86,Quận Hà Đông,1900000000,"1,9 tỷ",4.0,1.0,1.0,0.0,38.0,22,Phường Yên Nghĩa,3.0,4.0,3.0,2.0,105.71997,20.94645,1785.0,3.5,0.0,50000000.0
08 October 2021,129,Quận Bắc Từ Liêm,3400000000,"3,4 tỷ",3.0,1.0,1.0,0.0,45.0,38,Phường Xuân Đỉnh,3.762751202943674,5.0,3.0,4.0,105.79474,21.07139,2691.0,5.0,0.0,75555555.55555555
24 September 2021,79,Quận Cầu Giấy,4290000000,"4,29 tỷ",4.0,1.0,0.0,0.0,38.0,145,Phường Nghĩa Đô,4.0,4.0,3.0,4.0,105.81019,21.06527,831.0,4.591384987893445,0.0,112894736.84210527
24 September 2021,84,Huyện Thanh Trì,2750000000,"2,75 tỷ",4.0,1.0,1.0,0.0,40.0,10,Xã Tân Triều,3.0,4.0,3.0,2.0,105.79683,20.96817,1708.0,4.591384987893445,0.0,68750000.0
18 October 2021,81,Quận Long Biên,2050000000,"2,05 tỷ",3.0,1.0,0.0,0.0,34.0,100,Phường Thạch Bàn,2.0,4.467237714043407,3.0,3.0,105.8936,21.02796,0.0,4.591384987893445,0.0,60294117.64705882
23 October 2021,81,Quận Long Biên,2230000000,"2,23 tỷ",3.0,1.0,1.0,1.0,30.0,104,Phường Giang Biên,4.0,4.467237714043407,3.0,2.0,105.91738,21.0627,0.0,4.591384987893445,0.0,74333333.33333333
18 November 2021,84,Huyện Thanh Trì,2550000000,"2,55 tỷ",4.0,1.0,0.0,1.0,46.0,8,Xã Tứ Hiệp,3.0,5.0,3.0,4.0,105.85028,20.94465,1647.0,4.591384987893445,0.0,55434782.60869565
03 October 2021,81,Quận Long Biên,2290000000,"2,29 tỷ",3.0,1.0,1.0,0.0,30.0,100,Phường Thạch Bàn,4.0,5.0,3.0,2.0,105.90778,21.02493,1422.0,4.0,0.0,76333333.33333333
22 November 2021,77,Quận Thanh Xuân,2700000000,"2,7 tỷ",3.0,1.0,0.0,1.0,32.0,70,Phường Khương Đình,3.762751202943674,4.467237714043407,3.0,4.0,105.81942,20.98472,0.0,4.591384987893445,0.0,84375000.0
17 October 2021,79,Quận Cầu Giấy,2400000000,"2,4 tỷ",1.0,1.0,0.0,0.0,36.0,149,Phường Yên Hoà,1.0,1.0,3.0,4.0,105.79945,21.02238,848.0,6.5,0.0,66666666.666666664
13 October 2021,78,Quận Tây Hồ,11500000000,"11,5 tỷ",6.0,1.0,1.0,1.0,50.0,158,Phường Xuân La,6.0,4.467237714043407,1.0,4.0,105.80634,21.06419,775.0,4.0,0.0,230000000.0
23 October 2021,84,Huyện Thanh Trì,3600000000,"3,6 tỷ",2.0,1.0,1.0,0.0,75.0,11,Xã Liên Ninh,1.0,1.0,2.0,4.0,105.8725,20.956008108581507,1676.0,4.0,0.0,48000000.0
30 September 2021,81,Quận Long Biên,2950000000,"2,95 tỷ",3.0,1.0,0.0,0.0,34.0,103,Phường Long Biên,4.0,5.0,1.0,2.0,105.89638,21.02701,1113.0,3.0,0.0,86764705.88235295
13 September 2021,75,Quận Đống Đa,4650000000,"4,65 tỷ",4.0,1.0,0.0,1.0,39.0,129,Phường Hàng Bột,4.0,5.0,3.0,1.0,105.83581,21.02239,367.0,3.7,0.0,119230769.23076923
02 November 2021,80,Quận Hoàng Mai,8800000000,"8,8 tỷ",4.0,1.0,0.0,1.0,100.0,49,Phường Trần Phú,5.0,4.0,2.0,4.0,105.87627,20.9833,985.0,4.8,0.0,88000000.0
08 November 2021,80,Quận Hoàng Mai,2200000000,"2,2 tỷ",4.0,1.0,0.0,1.0,20.0,46,Phường Giáp Bát,3.0,4.0,3.0,4.0,105.84358,20.98518,965.0,3.0,0.0,110000000.0
17 November 2021,86,Quận Hà Đông,2800000000,"2,8 tỷ",3.0,0.0,0.0,0.0,35.0,28,Phường Quang Trung,3.0,4.467237714043407,3.0,4.0,105.76891,20.96907,1826.0,3.0,0.0,80000000.0
03 November 2021,76,Quận Hai Bà Trưng,3700000000,"3,7 tỷ",4.0,1.0,0.0,1.0,40.0,82,Phường Vĩnh Tuy,3.0,4.467237714043407,3.0,4.0,105.77833,20.97145,555.0,4.591384987893445,0.0,92500000.0
16 November 2021,75,Quận Đống Đa,30000000000,30 tỷ,3.0,1.0,0.0,1.0,165.0,127,Phường Kim Liên,3.0,4.0,1.0,2.0,105.83428,21.02405,350.0,6.5,0.0,181818181.8181818
14 September 2021,81,Quận Long Biên,7500000000,"7,5 tỷ",4.0,1.0,0.0,0.0,48.0,105,Phường Sài Đồng,5.0,4.0,1.0,2.0,105.91374,21.03445,1420.0,4.0,0.0,156250000.0
10 November 2021,79,Quận Cầu Giấy,4000000000,4 tỷ,4.0,1.0,0.0,0.0,53.0,148,Phường Trung Hoà,4.0,4.467237714043407,3.0,4.0,105.79555,21.0345,797.0,4.0,0.0,75471698.11320755
14 October 2021,86,Quận Hà Đông,2950000000,"2,95 tỷ",3.0,1.0,1.0,0.0,35.0,20,Phường La Khê,3.0,5.0,1.0,4.0,105.76558,20.96632,1851.0,4.591384987893445,0.0,84285714.28571428
13 November 2021,86,Quận Hà Đông,6950000000,"6,95 tỷ",5.0,1.0,0.0,0.0,80.0,29,Phường Phú La,4.0,4.467237714043407,4.0,4.0,105.78886,20.95611,1860.0,4.5,1.0,86875000.0
14 September 2021,81,Quận Long Biên,6200000000,"6,2 tỷ",4.0,1.0,0.0,0.0,40.0,106,Phường Bồ Đề,4.0,4.0,1.0,2.0,105.87356,21.04044,0.0,4.0,0.0,155000000.0
21 October 2021,80,Quận Hoàng Mai,3500000000,"3,5 tỷ",3.0,1.0,0.0,0.0,30.0,50,Phường Định Công,3.0,4.0,3.0,1.0,105.81381125871053,21.010090290259843,956.0,5.0,0.0,116666666.66666667
16 November 2021,73,Quận Hoàn Kiếm,13500000000,"13,5 tỷ",3.0,1.0,0.0,0.0,39.0,166,Quận Hoàn Kiếm,5.0,6.0,3.0,2.0,105.82263483146068,21.024919718309857,115.0,4.591384987893445,0.0,346153846.15384614
24 September 2021,86,Quận Hà Đông,11500000000,"11,5 tỷ",4.0,1.0,0.0,1.0,65.0,28,Phường Quang Trung,4.0,5.0,1.0,1.0,105.81381125871053,21.010090290259843,0.0,4.591384987893445,0.0,176923076.92307693
25 October 2021,78,Quận Tây Hồ,5600000000,"5,6 tỷ",6.0,1.0,1.0,1.0,45.0,158,Phường Xuân La,4.0,5.0,1.0,1.0,105.81019,21.06527,728.0,4.591384987893445,0.0,124444444.44444445
24 September 2021,77,Quận Thanh Xuân,10500000000,"10,5 tỷ",4.0,0.0,0.0,0.0,54.0,71,Phường Thanh Xuân Trung,3.0,4.467237714043407,1.0,4.0,105.80788,20.99464,677.0,4.591384987893445,0.0,194444444.44444445
21 September 2021,81,Quận Long Biên,2650000000,"2,65 tỷ",3.0,1.0,0.0,0.0,34.0,103,Phường Long Biên,4.0,5.0,1.0,4.0,105.89638,21.02701,1113.0,4.591384987893445,0.0,77941176.47058824
11 October 2021,77,Quận Thanh Xuân,3500000000,"3,5 tỷ",3.0,0.0,0.0,0.0,32.0,72,Phường Nhân Chính,4.0,5.0,3.0,4.0,105.81246,20.986773107769288,645.0,3.0,0.0,109375000.0
14 September 2021,78,Quận Tây Hồ,2450000000,"2,45 tỷ",1.0,2.0,1.0,1.0,60.0,159,Phường Nhật Tân,1.0,4.467237714043407,3.0,4.0,105.82625,21.07006,714.0,4.0,0.0,40833333.333333336
22 October 2021,79,Quận Cầu Giấy,4500000000,"4,5 tỷ",4.0,1.0,0.0,0.0,36.0,150,Phường Dịch Vọng Hậu,4.0,5.0,3.0,1.0,105.78556,21.03655,807.0,5.0,0.0,125000000.0
01 October 2021,73,Quận Hoàn Kiếm,50500000000,"50,5 tỷ",6.0,0.0,0.0,0.0,124.0,166,Quận Hoàn Kiếm,3.762751202943674,4.467237714043407,1.0,4.0,105.84724,21.024919718309857,0.0,5.0,0.0,407258064.516129
08 October 2021,77,Quận Thanh Xuân,7600000000,"7,6 tỷ",5.0,1.0,0.0,0.0,55.0,73,Phường Thanh Xuân Nam,4.0,4.467237714043407,1.0,4.0,105.79926,20.98279,697.0,4.591384987893445,0.0,138181818.1818182
23 September 2021,86,Quận Hà Đông,5500000000,"5,5 tỷ",5.0,0.0,0.0,0.0,55.0,25,Phường Hà Cầu,5.0,4.0,3.0,4.0,105.77962,20.96841,1895.0,4.0,0.0,100000000.0
01 November 2021,75,Quận Đống Đa,8400000000,"8,4 tỷ",4.0,1.0,0.0,1.0,82.0,125,Phường Khương Thượng,3.0,4.467237714043407,1.0,2.0,105.83144,21.00017,463.0,5.0,0.0,102439024.3902439
31 October 2021,81,Quận Long Biên,1800000000,"1,8 tỷ",3.0,1.0,0.0,0.0,31.0,102,Phường Cự Khối,3.0,4.0,3.0,2.0,105.90472,21.01084,0.0,4.0,0.0,58064516.12903226
20 November 2021,84,Huyện Thanh Trì,3850000000,"3,85 tỷ",4.0,1.0,0.0,1.0,64.0,8,Xã Tứ Hiệp,4.0,4.0,3.0,4.0,105.77563,21.03144,0.0,3.0,0.0,60156250.0
24 September 2021,89,Huyện Hoài Đức,1100000000,"1,1 tỷ",1.0,1.0,0.0,0.0,40.0,3,Xã Huyện Hoài Đức,1.0,4.467237714043407,3.0,2.0,105.7814,21.00292,2048.0,4.0,0.0,27500000.0
01 October 2021,76,Quận Hai Bà Trưng,1900000000,"1,9 tỷ",2.0,1.0,1.0,0.0,18.0,83,Phường Bạch Mai,2.0,3.3333333333333335,3.0,4.0,105.85386,21.00069,486.0,3.0,0.0,105555555.55555555
14 October 2021,75,Quận Đống Đa,4000000000,4 tỷ,3.0,1.0,0.0,0.0,35.0,127,Phường Kim Liên,4.0,4.467237714043407,3.0,4.0,105.83035,21.00411,451.0,5.0,0.0,114285714.28571428
09 November 2021,75,Quận Đống Đa,15000000000,15 tỷ,5.0,1.0,0.0,0.0,55.0,124,Phường Ô Chợ Dừa,6.0,4.467237714043407,1.0,4.0,105.82439,21.01543,0.0,5.0,0.0,272727272.72727275
10 November 2021,129,Quận Bắc Từ Liêm,9700000000,"9,7 tỷ",6.0,1.0,1.0,0.0,60.0,36,Phường Phú Diễn,5.0,6.0,4.0,4.0,105.76359,21.05043,2652.0,6.0,0.0,161666666.66666666
11 October 2021,79,Quận Cầu Giấy,3300000000,"3,3 tỷ",3.0,1.0,0.0,0.0,35.0,146,Phường Quan Hoa,3.762751202943674,5.0,3.0,4.0,105.80036,21.03815,849.0,4.591384987893445,0.0,94285714.28571428
29 September 2021,78,Quận Tây Hồ,14000000000,14 tỷ,4.0,1.0,1.0,1.0,70.0,160,Phường Bưởi,3.0,4.467237714043407,1.0,2.0,105.83042,21.0165,0.0,3.0,0.0,200000000.0
22 November 2021,80,Quận Hoàng Mai,2550000000,"2,55 tỷ",4.0,1.0,0.0,0.0,33.0,51,Phường Lĩnh Nam,5.0,4.467237714043407,3.0,4.0,105.88667,20.98203,0.0,4.591384987893445,1.0,77272727.27272727
01 October 2021,77,Quận Thanh Xuân,28600000000,"28,6 tỷ",9.0,1.0,0.0,0.0,67.0,73,Phường Thanh Xuân Nam,7.0,10.0,1.0,4.0,105.80567,20.98843,681.0,4.0,0.0,426865671.64179105
10 November 2021,74,Quận Ba Đình,6950000000,"6,95 tỷ",11.0,0.0,0.0,0.0,45.0,114,Phường Đội Cấn,7.0,4.467237714043407,3.0,4.0,105.82312,21.03432,240.0,5.0,0.0,154444444.44444445
24 October 2021,77,Quận Thanh Xuân,9960000000,"9,96 tỷ",3.0,1.0,1.0,1.0,60.0,74,Phường Thanh Xuân Bắc,4.0,5.0,1.0,1.0,105.79891,20.99669,654.0,4.0,0.0,166000000.0
18 November 2021,75,Quận Đống Đa,19200000000,"19,2 tỷ",8.0,1.0,1.0,0.0,70.0,128,Phường Láng Hạ,7.0,8.0,3.0,1.0,105.82579732152456,20.97264,36075.0,4.591384987893445,0.0,274285714.28571427
30 September 2021,74,Quận Ba Đình,2250000000,"2,25 tỷ",3.0,1.0,0.0,1.0,25.0,118,Phường Vĩnh Phúc,4.0,4.0,3.0,2.0,105.82103,21.04191,36133.0,3.0,0.0,90000000.0
16 September 2021,80,Quận Hoàng Mai,2000000000,2 tỷ,2.0,1.0,0.0,0.0,30.0,52,Phường Yên Sở,3.0,3.0,3.0,4.0,105.86467,20.97987,1016.0,3.5,0.0,66666666.666666664
21 November 2021,76,Quận Hai Bà Trưng,11300000000,"11,3 tỷ",4.0,1.0,0.0,0.0,24.0,84,Phường Lê Đại Hành,5.0,4.467237714043407,1.0,4.0,105.96311,21.00371,561.0,3.0,0.0,470833333.3333333
06 October 2021,76,Quận Hai Bà Trưng,4200000000,"4,2 tỷ",2.0,1.0,1.0,1.0,42.0,85,Phường Thanh Nhàn,2.0,2.0,1.0,4.0,105.85962,21.00898,498.0,4.8,0.0,100000000.0
13 September 2021,78,Quận Tây Hồ,35000000000,35 tỷ,10.0,1.0,1.0,1.0,160.0,160,Phường Bưởi,6.0,8.0,1.0,1.0,105.81021,21.06533,728.0,7.0,0.0,218750000.0
